code2	country	state	date	type	count	lockdown	population	countPC	growth	growthPC
DK	Denmark	""	2020-02-15	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-15	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-16	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-16	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-17	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-17	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-18	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-18	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-19	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-19	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-20	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-20	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-21	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-21	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-22	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-22	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-23	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-23	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-24	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-24	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-25	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-25	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-26	Confirmed	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-26	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-27	Confirmed	1	2020-03-11	5837213	1.71314632513838e-07	1	1.71314632513838e-07
DK	Denmark	""	2020-02-27	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-28	Confirmed	1	2020-03-11	5837213	1.71314632513838e-07	0	0
DK	Denmark	""	2020-02-28	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-02-29	Confirmed	3	2020-03-11	5837213	5.13943897541515e-07	2	3.42629265027677e-07
DK	Denmark	""	2020-02-29	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-01	Confirmed	4	2020-03-11	5837213	6.85258530055353e-07	1	1.71314632513838e-07
DK	Denmark	""	2020-03-01	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-02	Confirmed	4	2020-03-11	5837213	6.85258530055353e-07	0	0
DK	Denmark	""	2020-03-02	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-03	Confirmed	6	2020-03-11	5837213	1.02788779508303e-06	2	3.42629265027677e-07
DK	Denmark	""	2020-03-03	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-04	Confirmed	10	2020-03-11	5837213	1.71314632513838e-06	4	6.85258530055354e-07
DK	Denmark	""	2020-03-04	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-05	Confirmed	10	2020-03-11	5837213	1.71314632513838e-06	0	0
DK	Denmark	""	2020-03-05	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-06	Confirmed	23	2020-03-11	5837213	3.94023654781828e-06	13	2.2270902226799e-06
DK	Denmark	""	2020-03-06	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-07	Confirmed	23	2020-03-11	5837213	3.94023654781828e-06	0	0
DK	Denmark	""	2020-03-07	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-08	Confirmed	35	2020-03-11	5837213	5.99601213798434e-06	12	2.05577559016606e-06
DK	Denmark	""	2020-03-08	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-09	Confirmed	90	2020-03-11	5837213	1.54183169262455e-05	55	9.42230478826111e-06
DK	Denmark	""	2020-03-09	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-10	Confirmed	262	2020-03-11	5837213	4.48844337186257e-05	172	2.94661167923802e-05
DK	Denmark	""	2020-03-10	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-11	Confirmed	442	2020-03-11	5837213	7.57210675711166e-05	180	3.08366338524909e-05
DK	Denmark	""	2020-03-11	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-12	Confirmed	615	2020-03-11	5837213	0.000105358498996011	173	2.9637431424894e-05
DK	Denmark	""	2020-03-12	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-13	Confirmed	801	2020-03-11	5837213	0.000137223020643585	186	3.18645216475739e-05
DK	Denmark	""	2020-03-13	Deaths	0	2020-03-11	5837213	0	0	0
DK	Denmark	""	2020-03-14	Confirmed	827	2020-03-11	5837213	0.000141677201088944	26	4.45418044535981e-06
DK	Denmark	""	2020-03-14	Deaths	1	2020-03-11	5837213	1.71314632513838e-07	1	1.71314632513838e-07
DK	Denmark	""	2020-03-15	Confirmed	864	2020-03-11	5837213	0.000148015842491956	37	6.33864140301199e-06
DK	Denmark	""	2020-03-15	Deaths	2	2020-03-11	5837213	3.42629265027677e-07	1	1.71314632513838e-07
DK	Denmark	""	2020-03-16	Confirmed	914	2020-03-11	5837213	0.000156581574117648	50	8.56573162569192e-06
DK	Denmark	""	2020-03-16	Deaths	3	2020-03-11	5837213	5.13943897541515e-07	1	1.71314632513838e-07
DK	Denmark	""	2020-03-17	Confirmed	977	2020-03-11	5837213	0.00016737439596602	63	1.07928218483718e-05
DK	Denmark	""	2020-03-17	Deaths	4	2020-03-11	5837213	6.85258530055353e-07	1	1.71314632513838e-07
DK	Denmark	""	2020-03-18	Confirmed	1057	2020-03-11	5837213	0.000181079566567127	80	1.37051706011071e-05
DK	Denmark	""	2020-03-18	Deaths	4	2020-03-11	5837213	6.85258530055353e-07	0	0
DK	Denmark	""	2020-03-19	Confirmed	1151	2020-03-11	5837213	0.000197183142023428	94	1.61035754563008e-05
DK	Denmark	""	2020-03-19	Deaths	6	2020-03-11	5837213	1.02788779508303e-06	2	3.42629265027677e-07
DK	Denmark	""	2020-03-20	Confirmed	1255	2020-03-11	5837213	0.000214999863804867	104	1.78167217814392e-05
DK	Denmark	""	2020-03-20	Deaths	9	2020-03-11	5837213	1.54183169262455e-06	3	5.13943897541515e-07
DK	Denmark	""	2020-03-21	Confirmed	1326	2020-03-11	5837213	0.00022716320271335	71	1.21633389084825e-05
DK	Denmark	""	2020-03-21	Deaths	13	2020-03-11	5837213	2.2270902226799e-06	4	6.85258530055353e-07
DK	Denmark	""	2020-03-22	Confirmed	1395	2020-03-11	5837213	0.000238983912356805	69	1.18207096434548e-05
DK	Denmark	""	2020-03-22	Deaths	13	2020-03-11	5837213	2.2270902226799e-06	0	0
DK	Denmark	""	2020-03-23	Confirmed	1450	2020-03-11	5837213	0.000248406217145066	55	9.4223047882611e-06
DK	Denmark	""	2020-03-23	Deaths	24	2020-03-11	5837213	4.11155118033212e-06	11	1.88446095765222e-06
DK	Denmark	""	2020-03-24	Confirmed	1591	2020-03-11	5837213	0.000272561580329517	141	2.41553631844513e-05
DK	Denmark	""	2020-03-24	Deaths	32	2020-03-11	5837213	5.48206824044283e-06	8	1.37051706011071e-06
DK	Denmark	""	2020-03-25	Confirmed	1724	2020-03-11	5837213	0.000295346426453857	133	2.27848461243405e-05
DK	Denmark	""	2020-03-25	Deaths	34	2020-03-11	5837213	5.82469750547051e-06	2	3.42629265027677e-07
DK	Denmark	""	2020-03-26	Confirmed	1877	2020-03-11	5837213	0.000321557565228475	153	2.62111387746173e-05
DK	Denmark	""	2020-03-26	Deaths	41	2020-03-11	5837213	7.02389993306737e-06	7	1.19920242759687e-06
DK	Denmark	""	2020-03-27	Confirmed	2046	2020-03-11	5837213	0.000350509738123313	169	2.89521728948387e-05
DK	Denmark	""	2020-03-27	Deaths	52	2020-03-11	5837213	8.90836089071959e-06	11	1.88446095765222e-06
DK	Denmark	""	2020-03-28	Confirmed	2201	2020-03-11	5837213	0.000377063506162958	155	2.65537680396449e-05
DK	Denmark	""	2020-03-28	Deaths	65	2020-03-11	5837213	1.11354511133995e-05	13	2.2270902226799e-06
DK	Denmark	""	2020-03-29	Confirmed	2395	2020-03-11	5837213	0.000410298544870643	194	3.32350387076846e-05
DK	Denmark	""	2020-03-29	Deaths	72	2020-03-11	5837213	1.23346535409964e-05	7	1.19920242759687e-06
DK	Denmark	""	2020-03-30	Confirmed	2577	2020-03-11	5837213	0.000441477807988161	182	3.11792631175186e-05
DK	Denmark	""	2020-03-30	Deaths	77	2020-03-11	5837213	1.31912267035656e-05	5	8.56573162569191e-07
DK	Denmark	""	2020-03-31	Confirmed	2860	2020-03-11	5837213	0.000489959848989578	283	4.84820410014163e-05
DK	Denmark	""	2020-03-31	Deaths	90	2020-03-11	5837213	1.54183169262455e-05	13	2.2270902226799e-06
DK	Denmark	""	2020-04-01	Confirmed	3107	2020-03-11	5837213	0.000532274563220496	247	4.23147142309181e-05
DK	Denmark	""	2020-04-01	Deaths	104	2020-03-11	5837213	1.78167217814392e-05	14	2.39840485519374e-06
DK	Denmark	""	2020-04-02	Confirmed	3386	2020-03-11	5837213	0.000580071345691857	279	4.77967824713608e-05
DK	Denmark	""	2020-04-02	Deaths	123	2020-03-11	5837213	2.10716997992021e-05	19	3.25497801776293e-06
DK	Denmark	""	2020-04-03	Confirmed	3757	2020-03-11	5837213	0.000643629074354491	371	6.3557728662634e-05
DK	Denmark	""	2020-04-03	Deaths	139	2020-03-11	5837213	2.38127339194235e-05	16	2.74103412022142e-06
DK	Denmark	""	2020-04-04	Confirmed	4077	2020-03-11	5837213	0.000698449756758919	320	5.48206824044283e-05
DK	Denmark	""	2020-04-04	Deaths	161	2020-03-11	5837213	2.7581655834728e-05	22	3.76892191530444e-06
DK	Denmark	""	2020-04-05	Confirmed	4369	2020-03-11	5837213	0.00074847362945296	292	5.00238726940408e-05
DK	Denmark	""	2020-04-05	Deaths	179	2020-03-11	5837213	3.06653192199771e-05	18	3.08366338524909e-06
DK	Denmark	""	2020-04-06	Confirmed	4681	2020-03-11	5837213	0.000801923794797277	312	5.34501653443176e-05
DK	Denmark	""	2020-04-06	Deaths	187	2020-03-11	5837213	3.20358362800878e-05	8	1.37051706011071e-06
DK	Denmark	""	2020-04-07	Confirmed	5071	2020-03-11	5837213	0.000868736501477674	390	6.68127066803969e-05
DK	Denmark	""	2020-04-07	Deaths	203	2020-03-11	5837213	3.47768704003092e-05	16	2.74103412022141e-06
DK	Denmark	""	2020-04-08	Confirmed	5402	2020-03-11	5837213	0.000925441644839755	331	5.67051433620806e-05
DK	Denmark	""	2020-04-08	Deaths	218	2020-03-11	5837213	3.73465898880168e-05	15	2.56971948770757e-06
DK	Denmark	""	2020-04-09	Confirmed	5635	2020-03-11	5837213	0.000965357954215479	233	3.99163093757243e-05
DK	Denmark	""	2020-04-09	Deaths	237	2020-03-11	5837213	4.06015679057797e-05	19	3.25497801776293e-06
DK	Denmark	""	2020-04-10	Confirmed	5819	2020-03-11	5837213	0.000996879846598025	184	3.15218923825462e-05
DK	Denmark	""	2020-04-10	Deaths	247	2020-03-11	5837213	4.23147142309181e-05	10	1.71314632513838e-06
DK	Denmark	""	2020-04-11	Confirmed	5996	2020-03-11	5837213	0.00102720253655297	177	3.03226899549495e-05
DK	Denmark	""	2020-04-11	Deaths	260	2020-03-11	5837213	4.4541804453598e-05	13	2.2270902226799e-06
DK	Denmark	""	2020-04-12	Confirmed	6174	2020-03-11	5837213	0.00105769654114044	178	3.04940045874633e-05
DK	Denmark	""	2020-04-12	Deaths	273	2020-03-11	5837213	4.67688946762779e-05	13	2.2270902226799e-06
DK	Denmark	""	2020-04-13	Confirmed	6318	2020-03-11	5837213	0.00108236584822243	144	2.46693070819926e-05
DK	Denmark	""	2020-04-13	Deaths	285	2020-03-11	5837213	4.88246702664439e-05	12	2.05577559016606e-06
DK	Denmark	""	2020-04-14	Confirmed	6511	2020-03-11	5837213	0.0011154295722976	193	3.3063724075171e-05
DK	Denmark	""	2020-04-14	Deaths	299	2020-03-11	5837213	5.12230751216377e-05	14	2.39840485519374e-06
DK	Denmark	""	2020-04-15	Confirmed	6681	2020-03-11	5837213	0.00114455305982495	170	2.91234875273525e-05
DK	Denmark	""	2020-04-15	Deaths	309	2020-03-11	5837213	5.29362214467761e-05	10	1.71314632513838e-06
DK	Denmark	""	2020-04-16	Confirmed	6879	2020-03-11	5837213	0.00117847335706269	198	3.39202972377398e-05
DK	Denmark	""	2020-04-16	Deaths	321	2020-03-11	5837213	5.49919970369421e-05	12	2.05577559016607e-06
DK	Denmark	""	2020-04-17	Confirmed	7073	2020-03-11	5837213	0.00121170839577038	194	3.32350387076848e-05
DK	Denmark	""	2020-04-17	Deaths	336	2020-03-11	5837213	5.75617165246497e-05	15	2.56971948770757e-06
DK	Denmark	""	2020-04-18	Confirmed	7242	2020-03-11	5837213	0.00124066056866522	169	2.89521728948387e-05
DK	Denmark	""	2020-04-18	Deaths	346	2020-03-11	5837213	5.92748628497881e-05	10	1.71314632513838e-06
DK	Denmark	""	2020-04-19	Confirmed	7384	2020-03-11	5837213	0.00126498724648218	142	2.4326677816965e-05
DK	Denmark	""	2020-04-19	Deaths	355	2020-03-11	5837213	6.08166945424126e-05	9	1.54183169262454e-06
DK	Denmark	""	2020-04-20	Confirmed	7515	2020-03-11	5837213	0.0012874294633415	131	2.24422168593128e-05
DK	Denmark	""	2020-04-20	Deaths	364	2020-03-11	5837213	6.23585262350372e-05	9	1.54183169262455e-06
DK	Denmark	""	2020-04-21	Confirmed	7695	2020-03-11	5837213	0.00131826609719399	180	3.08366338524909e-05
DK	Denmark	""	2020-04-21	Deaths	370	2020-03-11	5837213	6.33864140301202e-05	6	1.02788779508303e-06
DK	Denmark	""	2020-04-22	Confirmed	7912	2020-03-11	5837213	0.00135544137244949	217	3.7175275255503e-05
DK	Denmark	""	2020-04-22	Deaths	384	2020-03-11	5837213	6.57848188853139e-05	14	2.39840485519374e-06
DK	Denmark	""	2020-04-23	Confirmed	8073	2020-03-11	5837213	0.00138302302828422	161	2.75816558347279e-05
DK	Denmark	""	2020-04-23	Deaths	394	2020-03-11	5837213	6.74979652104523e-05	10	1.71314632513838e-06
DK	Denmark	""	2020-04-24	Confirmed	8210	2020-03-11	5837213	0.00140649313293861	137	2.34701046543959e-05
DK	Denmark	""	2020-04-24	Deaths	403	2020-03-11	5837213	6.90397969030769e-05	9	1.54183169262455e-06
DK	Denmark	""	2020-04-25	Confirmed	8445	2020-03-11	5837213	0.00144675207157937	235	4.0258938640752e-05
DK	Denmark	""	2020-04-25	Deaths	418	2020-03-11	5837213	7.16095163907844e-05	15	2.56971948770757e-06
DK	Denmark	""	2020-04-26	Confirmed	8575	2020-03-11	5837213	0.00146902297380616	130	2.22709022267989e-05
DK	Denmark	""	2020-04-26	Deaths	422	2020-03-11	5837213	7.22947749208398e-05	4	6.85258530055353e-07
DK	Denmark	""	2020-04-27	Confirmed	8698	2020-03-11	5837213	0.00149009467360537	123	2.10716997992022e-05
DK	Denmark	""	2020-04-27	Deaths	427	2020-03-11	5837213	7.3151348083409e-05	5	8.56573162569198e-07
DK	Denmark	""	2020-04-28	Confirmed	8851	2020-03-11	5837213	0.00151630581237998	153	2.62111387746172e-05
DK	Denmark	""	2020-04-28	Deaths	434	2020-03-11	5837213	7.43505505110058e-05	7	1.19920242759686e-06
DK	Denmark	""	2020-04-29	Confirmed	9008	2020-03-11	5837213	0.00154320220968466	157	2.68963973046727e-05
DK	Denmark	""	2020-04-29	Deaths	443	2020-03-11	5837213	7.58923822036304e-05	9	1.54183169262455e-06
DK	Denmark	""	2020-04-30	Confirmed	9158	2020-03-11	5837213	0.00156889940456173	150	2.56971948770757e-05
DK	Denmark	""	2020-04-30	Deaths	452	2020-03-11	5837213	7.7434213896255e-05	9	1.54183169262455e-06
DK	Denmark	""	2020-05-01	Confirmed	9311	2020-03-11	5837213	0.00159511054333635	153	2.62111387746174e-05
DK	Denmark	""	2020-05-01	Deaths	460	2020-03-11	5837213	7.88047309563657e-05	8	1.37051706011071e-06
DK	Denmark	""	2020-05-02	Confirmed	9407	2020-03-11	5837213	0.00161155674805768	96	1.64462047213285e-05
DK	Denmark	""	2020-05-02	Deaths	475	2020-03-11	5837213	8.13744504440732e-05	15	2.56971948770757e-06
DK	Denmark	""	2020-05-03	Confirmed	9523	2020-03-11	5837213	0.00163142924542928	116	1.98724973716053e-05
DK	Denmark	""	2020-05-03	Deaths	484	2020-03-11	5837213	8.29162821366978e-05	9	1.54183169262455e-06
DK	Denmark	""	2020-05-04	Confirmed	9670	2020-03-11	5837213	0.00165661249640882	147	2.51832509795343e-05
DK	Denmark	""	2020-05-04	Deaths	493	2020-03-11	5837213	8.44581138293223e-05	9	1.54183169262455e-06
DK	Denmark	""	2020-05-05	Confirmed	9821	2020-03-11	5837213	0.00168248100591841	151	2.58685095095895e-05
DK	Denmark	""	2020-05-05	Deaths	503	2020-03-11	5837213	8.61712601544607e-05	10	1.71314632513838e-06
DK	Denmark	""	2020-05-06	Confirmed	9938	2020-03-11	5837213	0.00170252481792253	117	2.00438120041191e-05
DK	Denmark	""	2020-05-06	Deaths	506	2020-03-11	5837213	8.66852040520022e-05	3	5.13943897541508e-07
DK	Denmark	""	2020-05-07	Confirmed	10083	2020-03-11	5837213	0.00172736543963703	145	2.48406217145066e-05
DK	Denmark	""	2020-05-07	Deaths	514	2020-03-11	5837213	8.80557211121129e-05	8	1.37051706011071e-06
DK	Denmark	""	2020-05-08	Confirmed	10218	2020-03-11	5837213	0.0017504929150264	135	2.31274753893682e-05
DK	Denmark	""	2020-05-08	Deaths	522	2020-03-11	5837213	8.94262381722236e-05	8	1.37051706011071e-06
DK	Denmark	""	2020-05-09	Confirmed	10319	2020-03-11	5837213	0.0017677956929103	101	1.73027778838976e-05
DK	Denmark	""	2020-05-09	Deaths	526	2020-03-11	5837213	9.0111496702279e-05	4	6.85258530055353e-07
DK	Denmark	""	2020-05-10	Confirmed	10429	2020-03-11	5837213	0.00178664030248682	110	1.88446095765221e-05
DK	Denmark	""	2020-05-10	Deaths	529	2020-03-11	5837213	9.06254405998205e-05	3	5.13943897541522e-07
DK	Denmark	""	2020-05-11	Confirmed	10513	2020-03-11	5837213	0.00180103073161798	84	1.43904291311624e-05
DK	Denmark	""	2020-05-11	Deaths	533	2020-03-11	5837213	9.13106991298758e-05	4	6.85258530055353e-07
DK	Denmark	""	2020-05-12	Confirmed	10591	2020-03-11	5837213	0.00181439327295406	78	1.33625413360795e-05
DK	Denmark	""	2020-05-12	Deaths	527	2020-03-11	5837213	9.02828113347928e-05	-6	-1.02788779508303e-06
DK	Denmark	""	2020-05-13	Confirmed	10667	2020-03-11	5837213	0.00182741318502511	76	1.30199120710517e-05
DK	Denmark	""	2020-05-13	Deaths	533	2020-03-11	5837213	9.13106991298758e-05	6	1.02788779508303e-06
DK	Denmark	""	2020-05-14	Confirmed	10713	2020-03-11	5837213	0.00183529365812075	46	7.88047309563649e-06
DK	Denmark	""	2020-05-14	Deaths	537	2020-03-11	5837213	9.19959576599312e-05	4	6.85258530055353e-07
DK	Denmark	""	2020-05-15	Confirmed	10791	2020-03-11	5837213	0.00184865619945683	78	1.33625413360795e-05
DK	Denmark	""	2020-05-15	Deaths	537	2020-03-11	5837213	9.19959576599312e-05	0	0
DK	Denmark	""	2020-05-16	Confirmed	10858	2020-03-11	5837213	0.00186013427983526	67	1.14780803784271e-05
DK	Denmark	""	2020-05-16	Deaths	543	2020-03-11	5837213	9.30238454550142e-05	6	1.02788779508303e-06
DK	Denmark	""	2020-05-17	Confirmed	10927	2020-03-11	5837213	0.00187195498947871	69	1.18207096434547e-05
DK	Denmark	""	2020-05-17	Deaths	547	2020-03-11	5837213	9.37091039850696e-05	4	6.85258530055353e-07
DK	Denmark	""	2020-05-18	Confirmed	10968	2020-03-11	5837213	0.00187897888941178	41	7.0238999330674e-06
DK	Denmark	""	2020-05-18	Deaths	548	2020-03-11	5837213	9.38804186175834e-05	1	1.71314632513845e-07
DK	Denmark	""	2020-05-19	Confirmed	11044	2020-03-11	5837213	0.00189199880148283	76	1.30199120710517e-05
DK	Denmark	""	2020-05-19	Deaths	551	2020-03-11	5837213	9.43943625151249e-05	3	5.13943897541508e-07
DK	Denmark	""	2020-05-20	Confirmed	11117	2020-03-11	5837213	0.00190450476965634	73	1.25059681735102e-05
DK	Denmark	""	2020-05-20	Deaths	554	2020-03-11	5837213	9.49083064126665e-05	3	5.13943897541522e-07
DK	Denmark	""	2020-05-21	Confirmed	11182	2020-03-11	5837213	0.00191564022076974	65	1.11354511133997e-05
DK	Denmark	""	2020-05-21	Deaths	561	2020-03-11	5837213	9.61075088402633e-05	7	1.19920242759686e-06
DK	Denmark	""	2020-05-22	Confirmed	11230	2020-03-11	5837213	0.00192386332313041	48	8.22310236066413e-06
DK	Denmark	""	2020-05-22	Deaths	561	2020-03-11	5837213	9.61075088402633e-05	0	0
DK	Denmark	""	2020-05-23	Confirmed	11289	2020-03-11	5837213	0.00193397088644872	59	1.01075633183166e-05
DK	Denmark	""	2020-05-23	Deaths	561	2020-03-11	5837213	9.61075088402633e-05	0	0
DK	Denmark	""	2020-05-24	Confirmed	11360	2020-03-11	5837213	0.0019461342253572	71	1.21633389084824e-05
DK	Denmark	""	2020-05-24	Deaths	562	2020-03-11	5837213	9.62788234727772e-05	1	1.71314632513845e-07
DK	Denmark	""	2020-05-25	Confirmed	11387	2020-03-11	5837213	0.00195075972043508	27	4.62549507787373e-06
DK	Denmark	""	2020-05-25	Deaths	563	2020-03-11	5837213	9.6450138105291e-05	1	1.71314632513831e-07
DK	Denmark	""	2020-05-26	Confirmed	11428	2020-03-11	5837213	0.00195778362036814	41	7.02389993306719e-06
DK	Denmark	""	2020-05-26	Deaths	563	2020-03-11	5837213	9.6450138105291e-05	0	0
DK	Denmark	""	2020-05-27	Confirmed	11480	2020-03-11	5837213	0.00196669198125886	52	8.90836089071983e-06
DK	Denmark	""	2020-05-27	Deaths	565	2020-03-11	5837213	9.67927673703187e-05	2	3.42629265027676e-07
DK	Denmark	""	2020-05-28	Confirmed	11512	2020-03-11	5837213	0.00197217404949931	32	5.48206824044261e-06
DK	Denmark	""	2020-05-28	Deaths	568	2020-03-11	5837213	9.73067112678602e-05	3	5.13943897541522e-07
DK	Denmark	""	2020-05-29	Confirmed	11593	2020-03-11	5837213	0.00198605053473293	81	1.3876485233621e-05
DK	Denmark	""	2020-05-29	Deaths	568	2020-03-11	5837213	9.73067112678602e-05	0	0
DK	Denmark	""	2020-05-30	Confirmed	11633	2020-03-11	5837213	0.00199290312003348	40	6.85258530055358e-06
DK	Denmark	""	2020-05-30	Deaths	571	2020-03-11	5837213	9.78206551654017e-05	3	5.13943897541508e-07
DK	Denmark	""	2020-05-31	Confirmed	11669	2020-03-11	5837213	0.00199907044680398	36	6.16732677049831e-06
DK	Denmark	""	2020-05-31	Deaths	574	2020-03-11	5837213	9.83345990629432e-05	3	5.13943897541522e-07
DK	Denmark	""	2020-06-01	Confirmed	11699	2020-03-11	5837213	0.0020042098857794	30	5.13943897541497e-06
DK	Denmark	""	2020-06-01	Deaths	576	2020-03-11	5837213	9.86772283279709e-05	2	3.42629265027676e-07
